strain	date	accession	country	region
A/Thailand/CU-B12644/2015	2015-09-02	KU558966	Thailand	T
A/Thailand/CU-B12788/2015	2015-09-17	KU558968	Thailand	T
A/Thailand/CU-B13144/2015	2015-10-07	KU558970	Thailand	T
A/Thailand/CU-B13201/2015	2015-10-13	KU558971	Thailand	T
A/Thailand/CU-B13425/2015	2015-10-27	KU558972	Thailand	T
A/Thailand/CU-B13893/2015	2015-11-19	KU558976	Thailand	T
A/Thailand/CU-B13914/2015	2015-11-21	KU558977	Thailand	T
A/Thailand/CU-B14505/2015	2015-12-18	KU558978	Thailand	T
A/Thailand/CU-B14944/2016	2016-02-01	MF673234	Thailand	T
A/Thailand/CU-B15149/2016	2016-02-15	MF673235	Thailand	T
A/Thailand/CU-B15317/2016	2016-02-23	MF673236	Thailand	T
A/Thailand/CU-B15712/2016	2016-03-15	MF673237	Thailand	T
A/Thailand/CU-B15894/2016	2016-03-25	MF673238	Thailand	T
A/Thailand/CU-B16161/2016	2016-04-07	MF673239	Thailand	T
A/Thailand/CU-B16712/2016	2016-06-16	MF673242	Thailand	T
A/Thailand/CU-B16720/2016	2016-06-20	MF673243	Thailand	T
A/Thailand/CU-B16825/2016	2016-07-05	MF673244	Thailand	T
A/Thailand/CU-B16949/2016	2016-07-09	MF673245	Thailand	T
A/Thailand/CU-B17183/2016	2016-07-25	MF673247	Thailand	T
A/Thailand/CU-B17430/2016	2016-08-09	MF673249	Thailand	T
A/Thailand/CU-B17573/2016	2016-08-10	MF673250	Thailand	T
A/Thailand/CU-B17583/2016	2016-08-11	MF673251	Thailand	T
A/Thailand/CU-B18031/2016	2016-09-02	MF673252	Thailand	T
A/Thailand/CU-B18041/2016	2016-09-03	MF673253	Thailand	T
A/Thailand/CU-B18053/2016	2016-09-05	MF673254	Thailand	T
A/Thailand/CU-B18308/2016	2016-09-12	MF673255	Thailand	T
A/Thailand/CU-B18515/2016	2016-09-19	MF673256	Thailand	T
A/Thailand/CU-B19094/2016	2016-10-07	MF673260	Thailand	T
A/Thailand/CU-B19263/2016	2016-10-15	MF673261	Thailand	T
A/Thailand/CU-B19855/2016	2016-11-12	MF673264	Thailand	T
A/Thailand/CU-B19865/2016	2016-11-15	MF673265	Thailand	T
A/Thailand/CU-B20273/2016	2016-12-03	MF673266	Thailand	T
A/Thailand/CU-B20276/2016	2016-12-06	MF673267	Thailand	T
A/Thailand/CU-B20369/2016	2016-12-09	MF673268	Thailand	T
A/Thailand/CU-B20489/2016	2016-12-20	MF673269	Thailand	T
A/Thailand/CU-B20712/2017	2017-01-05	MF673270	Thailand	T
A/Thailand/CU-B20791/2017	2017-01-14	MF673271	Thailand	T
A/Thailand/CU-B20852/2017	2017-01-18	MF673272	Thailand	T
A/Thailand/CU-B20929/2017	2017-01-26	MF673273	Thailand	T
A/Thailand/CU-B20992/2017	2017-02-04	MF673274	Thailand	T
A/Thailand/CU-B21369/2017	2017-03-01	MF673277	Thailand	T
A/Thailand/CU-B21378/2017	2017-03-04	MF673278	Thailand	T
A/Thailand/CU-B21431/2017	2017-03-05	MF673279	Thailand	T
A/Thailand/CU-B21690/2017	2017-04-06	MF673281	Thailand	T
A/Thailand/CU-B21722/2017	2017-04-12	MF673282	Thailand	T
A/Thailand/CU-B21760/2017	2017-04-19	MF673283	Thailand	T
A/Thailand/CU-B21873/2017	2017-05-15	MF673285	Thailand	T
A/Thailand/CU-B21988/2017	2017-06-01	MF673290	Thailand	T
A/Thailand/CU-C5500/2015	2015-02-11	KU558942	Thailand	T
A/Thailand/CU-C5572/2015	2015-03-05	KU558945	Thailand	T
A/Thailand/CU-C5942/2015	2015-08-06	KU558962	Thailand	T
A/Thailand/CU-C6062/2015	2015-09-15	KU558967	Thailand	T
A/Thailand/CU-C6193/2015	2015-10-29	KU558973	Thailand	T
A/Thailand/CU-C6246/2015	2015-11-19	KU558975	Thailand	T
A/Thailand/CU-C6513/2016	2016-04-21	MF673240	Thailand	T
A/Thailand/CU-C7086/2017	2017-02-01	MF673275	Thailand	T
A/Thailand/CU-CN148/2017	2017-04-26	MF673284	Thailand	T
A/Thailand/CU-CN209/2017	2017-05-30	MF673286	Thailand	T
A/Thailand/CU-E372/2017	2017-05-30	MF673288	Thailand	T
A/Thailand/CU-E379/2017	2017-05-30	MF673289	Thailand	T
A/Thailand/CU-E386/2017	2017-06-22	MF673291	Thailand	T
A/Thailand/CU-H3689/2015	2015-02-21	KU558944	Thailand	T
A/Thailand/CU-H3700/2015	2015-06-12	KU558956	Thailand	T
A/Thailand/CU-H3708/2015	2015-07-29	KU558961	Thailand	T
A/Thailand/CU-H3742/2016	2016-07-28	MF673248	Thailand	T
A/Thailand/CU-H3756/2016	2016-09-13	MF673257	Thailand	T
A/Thailand/CU-H3780/2017	2017-02-07	MF673276	Thailand	T
A/Thailand/G1-444/2015	2015-02-18	MH410505	Thailand	T
A/Thailand/G1-480/2015	2015-03-13	MH410507	Thailand	T
A/Thailand/G1-491/2015	2015-03-18	MH410508	Thailand	T
A/Thailand/G1-511/2015	2015-04-02	MH410509	Thailand	T
A/Thailand/G2-628/2015	2015-01-20	MH410513	Thailand	T
A/Thailand/G2-693/2015	2015-03-03	MH410514	Thailand	T
A/Tokushima/DS-271/2015	2015-01-07	LC155868	Japan	N
A/Tokushima/DS-288/2015	2015-01-08	LC155872	Japan	N
A/Tokushima/DS-316/2015	2015-01-09	LC155874	Japan	N
A/Tokushima/DS-317v/2015	2015-01-09	LC155875	Japan	N
A/Tokushima/JP-143/2015	2015-01-05	LC155855	Japan	N
A/Tokyo/DS-388v/2015	2015-01-16	LC155880	Japan	N
A/Tokyo/DS-442v/2015	2015-01-22	LC155884	Japan	N
A/Tokyo/DS-451v/2015	2015-01-23	LC155886	Japan	N
A/Tokyo/DS-508/2015	2015-02-02	LC155893	Japan	N
A/Tokyo/DS-547v/2015	2015-03-03	LC155895	Japan	N
A/Tokyo/DS-553v/2015	2015-03-10	LC155896	Japan	N
A/Tomsk/243/2018	2018-12-12	MK495333	Russia	N
A/Tomsk/244/2018	2018-12-19	MK495341	Russia	N
A/Tomsk/245/2018	2018-12-19	MK495349	Russia	N
A/Townsville/10/2015	2015-03-22	CY252463	Australia	S
A/Townsville/1001/2015	2015-03-23	CY252399	Australia	S
A/Townsville/1002/2015	2015-04-10	CY252431	Australia	S
A/Townsville/1003/2016	2016-10-13	CY255305	Australia	S
A/Townsville/11/2015	2015-03-23	CY252495	Australia	S
A/Townsville/12/2015	2015-03-25	CY252527	Australia	S
A/Townsville/14/2017	2017-08-14	MN572887	Australia	S
A/Townsville/16/2015	2015-06-19	CY253106	Australia	S
A/Townsville/17/2017	2017-12-07	MN568030	Australia	S
A/Townsville/2/2017	2017-02-19	MN572895	Australia	S
A/Townsville/23/2018	2018-07-21	MN572903	Australia	S
A/Townsville/29/2015	2015-09-09	CY253866	Australia	S
A/Townsville/3/2017	2017-02-16	MN572935	Australia	S
A/Townsville/32/2015	2015-09-21	CY254050	Australia	S
A/Townsville/37/2015	2015-10-18	CY254194	Australia	S
A/Townsville/4/2018	2018-03-12	MN572983	Australia	S
A/Townsville/51/2016	2016-12-13	CY255545	Australia	S
A/Townsville/8/2015	2015-03-16	CY252447	Australia	S
A/Turkey/8543/2019	2019-01-14	MK840323	Turkey	N
A/Utah/01/2015	2015-01-02	KT841820	USA	N
A/Utah/01/2019	2019-01-01	MK624539	USA	N
A/Utah/01/2020	2020-01-07	MT169308	USA	N
A/Utah/02/2015	2015-01-08	KT841779	USA	N
A/Utah/02/2017	2017-01-05	CY214770	USA	N
A/Utah/02/2018	2018-01-06	MH080235	USA	N
A/Utah/02/2019	2019-01-01	MK772730	USA	N
A/Utah/03/2018	2018-01-12	MH080243	USA	N
A/Utah/04/2020	2020-01-07	MT246113	USA	N
A/Utah/05/2017	2017-01-19	CY216353	USA	N
A/Utah/05/2018	2018-01-11	MH127297	USA	N
A/Utah/05/2019	2019-01-10	MK745832	USA	N
A/Utah/06/2015	2015-01-29	KT835830	USA	N
A/Utah/06/2018	2018-01-19	MH127307	USA	N
A/Utah/07/2015	2015-02-10	KT842052	USA	N
A/Utah/07/2019	2019-01-15	MK745840	USA	N
A/Utah/08/2015	2015-01-16	KY090509	USA	N
A/Utah/08/2017	2017-02-04	CY220455	USA	N
A/Utah/09/2017	2017-02-15	CY221997	USA	N
A/Utah/09/2018	2018-01-06	MH586452	USA	N
A/Utah/10/2019	2019-01-29	MK744488	USA	N
A/Utah/11/2015	2015-02-20	KT842328	USA	N
A/Utah/11/2019	2019-01-31	MK744170	USA	N
A/Utah/12/2015	2015-03-06	KY089457	USA	N
A/Utah/12/2016	2016-01-30	KX414449	USA	N
A/Utah/12/2017	2017-02-25	CY223237	USA	N
A/Utah/13/2018	2018-02-02	MH246839	USA	N
A/Utah/13/2019	2019-02-12	MK772735	USA	N
A/Utah/14/2016	2016-02-09	KX414809	USA	N
A/Utah/14/2019	2019-02-13	MK772743	USA	N
A/Utah/15/2015	2015-07-13	KU589656	USA	N
A/Utah/15/2018	2018-02-22	MH246847	USA	N
A/Utah/17/2016	2016-02-09	KX414801	USA	N
A/Utah/17/2017	2017-03-12	CY225406	USA	N
A/Utah/17/2018	2018-02-11	MH307295	USA	N
A/Utah/17/2019	2019-02-27	MK857570	USA	N
A/Utah/18/2016	2016-02-28	KX415360	USA	N
A/Utah/18/2017	2017-03-16	CY225398	USA	N
A/Utah/18/2019	2019-02-28	MK857577	USA	N
A/Utah/20/2017	2017-03-30	CY228853	USA	N
A/Utah/20/2019	2019-03-01	MN002645	USA	N
A/Utah/21/2016	2016-03-01	KX415352	USA	N
A/Utah/21/2017	2017-03-30	CY228861	USA	N
A/Utah/21/2018	2018-03-19	MK181701	USA	N
A/Utah/23/2016	2016-03-08	KX415984	USA	N
A/Utah/23/2017	2017-04-13	CY230826	USA	N
A/Utah/23/2019	2019-03-19	MN002653	USA	N
A/Utah/25/2018	2018-01-25	MK240996	USA	N
A/Utah/26/2017	2017-04-24	CY235648	USA	N
A/Utah/27/2018	2018-04-04	MH601013	USA	N
A/Utah/27/2019	2019-03-29	MN223141	USA	N
A/Utah/28/2016	2016-03-24	KX416352	USA	N
A/Utah/28/2017	2017-05-07	CY235792	USA	N
A/Utah/29/2017	2017-05-11	CY235784	USA	N
A/Utah/30/2017	2017-06-02	CY238867	USA	N
A/Utah/30/2018	2018-04-21	MH601017	USA	N
A/Utah/30/2019	2019-03-28	MN248136	USA	N
A/Utah/31/2017	2017-06-07	CY238859	USA	N
A/Utah/31/2018	2018-04-24	MH601026	USA	N
A/Utah/31/2019	2019-03-29	MN319393	USA	N
A/Utah/32/2016	2016-04-07	KX416840	USA	N
A/Utah/32/2019	2019-04-18	MN085200	USA	N
A/Utah/33/2016	2016-04-07	KX416848	USA	N
A/Utah/33/2017	2017-10-12	CY255861	USA	N
A/Utah/34/2016	2016-04-22	KX917788	USA	N
A/Utah/34/2019	2019-04-26	MN085208	USA	N
A/Utah/35/2017	2017-11-08	CY260702	USA	N
A/Utah/35/2019	2019-03-31	MN223146	USA	N
A/Utah/36/2016	2016-04-23	KX917796	USA	N
A/Utah/36/2017	2017-11-16	CY261335	USA	N
A/Utah/37/2019	2019-06-17	MN318960	USA	N
A/Utah/38/2017	2017-11-22	CY261343	USA	N
A/Utah/39/2016	2016-05-09	KX918124	USA	N
A/Utah/41/2016	2016-05-24	KX916196	USA	N
A/Utah/42/2017	2017-12-08	CY264457	USA	N
A/Utah/42/2018	2018-11-13	MK398491	USA	N
A/Utah/43/2016	2016-07-10	KX916980	USA	N
A/Utah/43/2017	2017-12-08	CY265141	USA	N
A/Utah/43/2019	2019-10-03	MN755481	USA	N
A/Utah/44/2016	2016-10-21	KY289348	USA	N
A/Utah/44/2017	2017-12-09	CY265149	USA	N
A/Utah/45/2016	2016-10-26	KY289437	USA	N
A/Utah/45/2018	2018-12-03	MK474789	USA	N
A/Utah/4573/2015	2015-01-16	CY193826	USA	N
A/Utah/47/2016	2016-11-11	CY209336	USA	N
A/Utah/48/2016	2016-11-20	CY210591	USA	N
A/Utah/50/2016	2016-12-06	CY227094	USA	N
A/Utah/50/2018	2018-12-13	MK623220	USA	N
A/Utah/51/2016	2016-12-08	CY212642	USA	N
A/Utah/51/2018	2018-12-14	MK623036	USA	N
A/Utah/51/2019	2019-10-17	MN881936	USA	N
A/Utah/52/2016	2016-12-20	CY228102	USA	N
A/Utah/53/2016	2016-12-22	CY228094	USA	N
A/Utah/53/2019	2019-11-06	MN881942	USA	N
A/Utah/5307/2016	2016-03-15	CY209792	USA	N
A/Utah/5388/2016	2016-03-25	CY209873	USA	N
A/Utah/5389/2016	2016-03-30	CY209874	USA	N
A/Utah/5390/2016	2016-04-11	CY209875	USA	N
A/Utah/56/2019	2019-11-26	MN976042	USA	N
A/Utah/5661/2016	2016-12-19	CY234943	USA	N
A/Utah/5710/2016	2016-12-20	CY234992	USA	N
A/Utah/5711/2016	2016-12-22	CY234993	USA	N
A/Utah/5712/2016	2016-12-23	CY234994	USA	N
A/Utah/5713/2017	2017-01-05	CY234995	USA	N
A/Utah/5748/2017	2017-01-10	CY235030	USA	N
A/Utah/5749/2016	2016-12-01	CY235031	USA	N
A/Utah/58/2019	2019-12-04	MT031671	USA	N
A/Utah/5962/2017	2017-02-02	CY244074	USA	N
A/Utah/5963/2017	2017-02-06	CY244075	USA	N
A/Utah/6024/2017	2017-02-02	CY244136	USA	N
A/Utah/61/2019	2019-12-06	MT031683	USA	N
A/Utah/62/2019	2019-12-11	MT031698	USA	N
A/Utah/65/2019	2019-12-16	MT056570	USA	N
A/Utah/6661/2018	2018-01-05	MH779009	USA	N
A/Utah/6872/2018	2018-02-05	MH885286	USA	N
A/Utah/7052/2018	2018-01-11	MK382040	USA	N
A/Utah/7260/2018	2018-02-06	MK401426	USA	N
A/Utah/7261/2018	2018-02-08	MK401427	USA	N
A/Utah/7262/2018	2018-02-27	MK401428	USA	N
A/Utah/7791/2018	2018-12-13	MK636451	USA	N
A/Utah/7793/2018	2018-12-28	MK635631	USA	N
A/Utah/8544/2019	2019-01-31	MK839311	USA	N
A/Utah/8702/2019	2019-02-06	MK869675	USA	N
A/Utah/8841/2019	2019-03-11	MK913254	USA	N
A/Utah/9138/2019	2019-03-14	MN170088	USA	N
A/Utah/9438/2019	2019-03-25	MK960140	USA	N
A/Utah/9439/2019	2019-03-28	MK961036	USA	N
A/Utah/9588/2019	2019-03-19	MN075002	USA	N
A/Utah/9652/2019	2019-04-10	MN078723	USA	N
A/Varamin/49785/2016	2016-03-30	KY328773	Iran	N
A/Vermont/01/2015	2015-01-16	KY089213	USA	N
A/Vermont/01/2016	2016-01-13	KX916988	USA	N
A/Vermont/02/2015	2015-01-19	KY090439	USA	N
A/Vermont/02/2016	2016-01-30	KX414409	USA	N
A/Vermont/02/2018	2018-01-10	MH082992	USA	N
A/Vermont/02/2020	2020-01-08	MT169324	USA	N
A/Vermont/03/2019	2019-01-15	MK745848	USA	N
A/Vermont/04/2015	2015-01-21	KY090433	USA	N
A/Vermont/04/2017	2017-02-01	CY220479	USA	N
A/Vermont/04/2018	2018-01-23	MH126362	USA	N
A/Vermont/04/2020	2020-01-08	MT169340	USA	N
A/Vermont/05/2015	2015-03-13	KT843247	USA	N
A/Vermont/05/2018	2018-01-25	MH127313	USA	N
A/Vermont/06/2015	2015-03-08	KT843119	USA	N
A/Vermont/06/2017	2017-02-08	CY223982	USA	N
A/Vermont/06/2019	2019-02-06	MN248147	USA	N
A/Vermont/07/2018	2018-02-04	MH233546	USA	N
A/Vermont/08/2015	2015-08-19	KU590617	USA	N
A/Vermont/08/2017	2017-03-02	CY227446	USA	N
A/Vermont/08/2018	2018-02-05	MH233551	USA	N
A/Vermont/09/2015	2015-09-30	KU590625	USA	N
A/Vermont/09/2017	2017-03-13	CY228509	USA	N
A/Vermont/09/2018	2018-02-20	MH233559	USA	N
A/Vermont/09/2019	2019-02-11	MK856467	USA	N
A/Vermont/10/2017	2017-03-13	CY228517	USA	N
A/Vermont/10/2018	2018-02-21	MH233567	USA	N
A/Vermont/11/2017	2017-04-01	CY232500	USA	N
A/Vermont/11/2019	2019-02-24	MN223165	USA	N
A/Vermont/12/2017	2017-04-01	CY232508	USA	N
A/Vermont/12/2018	2018-03-07	MH306670	USA	N
A/Vermont/13/2017	2017-09-03	CY245214	USA	N
A/Vermont/13/2018	2018-03-12	MH307303	USA	N
A/Vermont/14/2017	2017-09-05	CY245222	USA	N
A/Vermont/14/2019	2019-02-27	MN223173	USA	N
A/Vermont/16/2016	2016-04-15	KX416872	USA	N
A/Vermont/16/2017	2017-12-10	MG974938	USA	N
A/Vermont/17/2018	2018-04-04	MH846062	USA	N
A/Vermont/18/2017	2017-12-26	MG974948	USA	N
A/Vermont/18/2019	2019-03-25	MN085243	USA	N
A/Vermont/19/2017	2017-12-26	MH083001	USA	N
A/Vermont/20/2016	2016-04-27	KX918004	USA	N
A/Vermont/21/2016	2016-04-28	KX917996	USA	N
A/Vermont/21/2019	2019-03-30	MN085248	USA	N
A/Vermont/22/2018	2018-04-25	MH601033	USA	N
A/Vermont/22/2019	2019-03-30	MN085256	USA	N
A/Vermont/25/2018	2018-12-02	MK474915	USA	N
A/Vermont/25/2019	2019-10-01	MN819892	USA	N
A/Vermont/27/2016	2016-05-05	KX916604	USA	N
A/Vermont/27/2018	2018-12-20	MK624579	USA	N
A/Vermont/27/2019	2019-12-01	MT168639	USA	N
A/Vermont/32/2016	2016-10-08	KY289132	USA	N
A/Vermont/33/2016	2016-11-19	CY210815	USA	N
A/Vermont/33/2019	2019-12-29	MT169364	USA	N
A/Vermont/35/2016	2016-12-05	CY212802	USA	N
A/Vermont/36/2016	2016-12-13	CY212810	USA	N
A/Vermont/38/2016	2016-12-27	CY214362	USA	N
A/Viamao/LACENRS-974/2015	2015-05-21	KY926260	Brazil	T
A/Victoria/100/2017	2017-08-23	MN572991	Australia	S
A/Victoria/1000/2015	2015-06-17	CY252735	Australia	S
A/Victoria/1003/2018	2018-10-04	MN572999	Australia	S
A/Victoria/1004/2018	2018-10-03	MN573007	Australia	S
A/Victoria/1012/2016	2016-09-16	CY255089	Australia	S
A/Victoria/1014/2015	2015-09-30	CY253978	Australia	S
A/Victoria/1014/2016	2016-09-12	CY255105	Australia	S
A/Victoria/109/2016	2016-09-02	CY255241	Australia	S
A/Victoria/109/2017	2017-08-10	MN573015	Australia	S
A/Victoria/11/2015	2015-06-20	CY252831	Australia	S
A/Victoria/12/2016	2016-06-18	CY254385	Australia	S
A/Victoria/121/2017	2017-08-16	MN573023	Australia	S
A/Victoria/122/2017	2017-08-08	MN573031	Australia	S
A/Victoria/123/2016	2016-09-10	CY255249	Australia	S
A/Victoria/135/2017	2017-08-03	MN573039	Australia	S
A/Victoria/142/2017	2017-07-26	MN573047	Australia	S
A/Victoria/16/2015	2015-07-09	CY253066	Australia	S
A/Victoria/17/2015	2015-07-08	CY253362	Australia	S
A/Victoria/174/2017	2017-08-31	MN573071	Australia	S
A/Victoria/19/2015	2015-07-17	CY253370	Australia	S
A/Victoria/2000/2017	2017-01-08	MN573079	Australia	S
A/Victoria/2001/2017	2017-01-20	MN573087	Australia	S
A/Victoria/2002/2017	2017-01-25	MN573095	Australia	S
A/Victoria/2004/2017	2017-02-14	MN573111	Australia	S
A/Victoria/2005/2018	2018-01-23	MN573119	Australia	S
A/Victoria/2012/2018	2018-02-12	MN573135	Australia	S
A/Victoria/2015/2016	2016-03-15	CY254289	Australia	S
A/Victoria/2019/2017	2017-06-25	MN573143	Australia	S
A/Victoria/2020/2018	2018-05-25	MN573151	Australia	S
A/Victoria/2023/2017	2017-05-29	MN573159	Australia	S
A/Victoria/2033/2017	2017-07-05	MN573175	Australia	S
A/Victoria/2036/2018	2018-08-17	MN573183	Australia	S
A/Victoria/2038/2018	2018-08-22	MN573191	Australia	S
A/Victoria/2041/2018	2018-08-27	MN573199	Australia	S
A/Victoria/2042/2018	2018-08-28	MN573207	Australia	S
A/Victoria/2045/2016	2016-07-16	CY254441	Australia	S
A/Victoria/2049/2016	2016-07-24	CY254681	Australia	S
A/Victoria/2051/2018	2018-09-08	MN573215	Australia	S
A/Victoria/2052/2018	2018-09-09	MN573223	Australia	S
A/Victoria/2067/2018	2018-09-21	MN573247	Australia	S
A/Victoria/2069/2018	2018-09-24	MN573255	Australia	S
A/Victoria/2073/2016	2016-08-09	CY254857	Australia	S
A/Victoria/2074/2016	2016-08-09	CY254793	Australia	S
A/Victoria/2079/2016	2016-08-11	CY254921	Australia	S
A/Victoria/2079/2018	2018-09-30	MN573279	Australia	S
A/Victoria/2088/2018	2018-10-02	MN573287	Australia	S
A/Victoria/2093/2018	2018-10-03	MN573295	Australia	S
A/Victoria/2097/2016	2016-08-16	CY254865	Australia	S
A/Victoria/21/2015	2015-07-02	CY253378	Australia	S
A/Victoria/2102/2016	2016-08-16	CY254873	Australia	S
A/Victoria/2111/2016	2016-08-18	CY254785	Australia	S
A/Victoria/2112/2017	2017-08-12	MN573311	Australia	S
A/Victoria/2113/2017	2017-08-14	MN573319	Australia	S
A/Victoria/2116/2017	2017-08-14	MN573327	Australia	S
A/Victoria/2118/2015	2015-09-01	CY254122	Australia	S
A/Victoria/2118/2018	2018-10-22	MN573335	Australia	S
A/Victoria/2120/2018	2018-10-24	MN573343	Australia	S
A/Victoria/2123/2018	2018-10-28	MN573351	Australia	S
A/Victoria/23/2015	2015-07-23	CY253562	Australia	S
A/Victoria/24/2015	2015-07-24	CY253570	Australia	S
A/Victoria/24/2017	2017-05-02	MN573383	Australia	S
A/Victoria/25/2018	2018-09-21	MN573391	Australia	S
A/Victoria/2502/2015	2015-07-08	CY253058	Australia	S
A/Victoria/2516/2016	2016-08-29	CY255073	Australia	S
A/Victoria/3009/2015	2015-09-01	CY253802	Australia	S
A/Victoria/3011/2015	2015-09-01	CY253810	Australia	S
A/Victoria/3015/2015	2015-09-01	CY253722	Australia	S
A/Victoria/3036/2015	2015-08-24	CY253730	Australia	S
A/Victoria/3047/2015	2015-08-21	CY253738	Australia	S
A/Victoria/3054/2015	2015-09-03	CY253794	Australia	S
A/Victoria/3067/2015	2015-09-07	CY253586	Australia	S
A/Victoria/3071/2015	2015-09-07	CY253690	Australia	S
A/Victoria/3072/2015	2015-09-07	CY253658	Australia	S
A/Victoria/3079/2015	2015-09-10	CY253666	Australia	S
A/Victoria/3085/2015	2015-09-17	CY253826	Australia	S
A/Victoria/3100/2015	2015-09-15	CY253898	Australia	S
A/Victoria/36/2015	2015-08-03	CY253538	Australia	S
A/Victoria/37/2015	2015-08-05	CY253546	Australia	S
A/Victoria/4/2015	2015-04-24	CY252815	Australia	S
A/Victoria/42/2016	2016-07-20	CY254665	Australia	S
A/Victoria/43/2015	2015-08-07	CY253626	Australia	S
A/Victoria/455/2015	2015-12-15	CY254218	Australia	S
A/Victoria/48/2015	2015-08-10	CY253554	Australia	S
A/Victoria/5/2015	2015-04-29	CY252871	Australia	S
A/Victoria/50/2015	2015-08-18	CY254018	Australia	S
A/Victoria/501/2017	2017-06-15	MN573423	Australia	S
A/Victoria/508/2016	2016-07-23	CY254513	Australia	S
A/Victoria/509/2015	2015-04-24	CY252519	Australia	S
A/Victoria/51/2015	2015-08-19	CY253994	Australia	S
A/Victoria/510/2017	2017-06-29	MN573431	Australia	S
A/Victoria/511/2015	2015-05-16	CY252671	Australia	S
A/Victoria/513/2016	2016-07-20	CY254601	Australia	S
A/Victoria/515/2015	2015-06-28	CY252954	Australia	S
A/Victoria/515/2017	2017-07-04	MN573439	Australia	S
A/Victoria/516/2015	2015-07-06	CY252970	Australia	S
A/Victoria/519/2015	2015-06-27	CY252978	Australia	S
A/Victoria/52/2015	2015-08-21	CY254074	Australia	S
A/Victoria/52/2016	2016-07-30	CY254761	Australia	S
A/Victoria/522/2015	2015-06-30	CY252986	Australia	S
A/Victoria/527/2015	2015-06-25	CY253002	Australia	S
A/Victoria/53/2015	2015-08-24	CY254114	Australia	S
A/Victoria/535/2015	2015-07-11	CY253018	Australia	S
A/Victoria/536/2015	2015-07-11	CY253034	Australia	S
A/Victoria/538/2015	2015-07-09	CY253026	Australia	S
A/Victoria/539/2016	2016-07-26	CY254585	Australia	S
A/Victoria/539/2017	2017-07-09	MN573447	Australia	S
A/Victoria/542/2016	2016-08-01	CY254593	Australia	S
A/Victoria/542/2017	2017-07-09	MN573455	Australia	S
A/Victoria/546/2016	2016-07-31	CY254689	Australia	S
A/Victoria/548/2016	2016-08-15	CY254705	Australia	S
A/Victoria/55/2015	2015-08-24	CY253946	Australia	S
A/Victoria/552/2017	2017-07-13	MN573463	Australia	S
A/Victoria/554/2016	2016-08-11	CY254801	Australia	S
A/Victoria/558/2017	2017-07-15	MN573495	Australia	S
A/Victoria/56/2015	2015-08-24	CY254082	Australia	S
A/Victoria/561/2016	2016-08-10	CY254809	Australia	S
A/Victoria/565/2017	2017-07-18	MN573503	Australia	S
A/Victoria/566/2016	2016-08-08	CY254817	Australia	S
A/Victoria/567/2017	2017-07-17	MN573511	Australia	S
A/Victoria/569/2017	2017-07-17	MN573519	Australia	S
A/Victoria/576/2016	2016-08-05	CY254825	Australia	S
A/Victoria/580/2016	2016-08-09	CY254745	Australia	S
A/Victoria/582/2016	2016-08-17	CY254897	Australia	S
A/Victoria/589/2016	2016-08-21	CY254905	Australia	S
A/Victoria/595/2017	2017-07-24	MN573527	Australia	S
A/Victoria/600/2016	2016-08-23	CY254977	Australia	S
A/Victoria/600/2017	2017-07-12	MN573559	Australia	S
A/Victoria/6001/2015	2015-01-04	CY252215	Australia	S
A/Victoria/601/2017	2017-07-12	MN573567	Australia	S
A/Victoria/602/2017	2017-07-12	MN573575	Australia	S
A/Victoria/603/2017	2017-07-12	MN573583	Australia	S
A/Victoria/604/2017	2017-07-11	MN573591	Australia	S
A/Victoria/611/2017	2017-07-25	MN573607	Australia	S
A/Victoria/614/2017	2017-07-25	MN573623	Australia	S
A/Victoria/623/2017	2017-07-25	MN573647	Australia	S
A/Victoria/624/2016	2016-09-16	CY255265	Australia	S
A/Victoria/629/2015	2015-09-13	CY253874	Australia	S
A/Victoria/63/2015	2015-09-03	CY253962	Australia	S
A/Victoria/63/2016	2016-08-08	CY254849	Australia	S
A/Victoria/64/2015	2015-09-04	CY253954	Australia	S
A/Victoria/640/2015	2015-09-24	CY253890	Australia	S
A/Victoria/65/2017	2017-07-20	MN573655	Australia	S
A/Victoria/656/2017	2017-08-22	MN573663	Australia	S
A/Victoria/657/2017	2017-08-22	MN573671	Australia	S
A/Victoria/659/2017	2017-08-22	MN573687	Australia	S
A/Victoria/660/2016	2016-10-26	CY255465	Australia	S
A/Victoria/661/2017	2017-08-22	MN573703	Australia	S
A/Victoria/663/2016	2016-11-09	CY255473	Australia	S
A/Victoria/667/2017	2017-08-24	MN573735	Australia	S
A/Victoria/668/2016	2016-11-01	CY255393	Australia	S
A/Victoria/670/2016	2016-11-11	CY255481	Australia	S
A/Victoria/670/2017	2017-08-18	MN573751	Australia	S
A/Victoria/673/2017	2017-08-18	MN573759	Australia	S
A/Victoria/675/2017	2017-08-17	MN573775	Australia	S
A/Victoria/677/2017	2017-08-17	MN573783	Australia	S
A/Victoria/679/2017	2017-08-25	MN573791	Australia	S
A/Victoria/682/2017	2017-08-18	MN573807	Australia	S
A/Victoria/684/2017	2017-08-24	MN573815	Australia	S
A/Victoria/685/2017	2017-08-22	MN573823	Australia	S
A/Victoria/688/2017	2017-08-18	MN573839	Australia	S
A/Victoria/690/2017	2017-08-18	MN573855	Australia	S
A/Victoria/691/2017	2017-08-17	MN573863	Australia	S
A/Victoria/692/2017	2017-08-24	MN573871	Australia	S
A/Victoria/694/2017	2017-08-22	MN573887	Australia	S
