strain	date	accession	country	region	segment_name
A/Connecticut/26/2017	2017-07-23	CY242342	USA	N	4
A/Connecticut/27/2016	2016-03-28	KX918164	USA	N	4
A/Connecticut/30/2017	2017-09-09	CY245398	USA	N	4
A/Connecticut/32/2017	2017-10-28	CY260583	USA	N	4
A/Connecticut/34/2016	2016-10-04	KY116630	USA	N	4
A/Connecticut/36/2016	2016-10-30	CY210314	USA	N	4
A/Connecticut/37/2016	2016-11-05	CY210306	USA	N	4
A/Connecticut/37/2017	2017-11-24	CY264243	USA	N	4
A/Connecticut/38/2016	2016-11-30	CY214802	USA	N	4
A/Connecticut/39/2016	2016-12-04	CY214810	USA	N	4
A/Darwin/1002/2016	2016-08-15	CY254985	Australia	S	4
A/Darwin/1005/2017	2017-03-06	MN569207	Australia	S	4
A/Darwin/1006/2016	2016-09-15	CY255153	Australia	S	4
A/Darwin/1008/2016	2016-09-22	CY255209	Australia	S	4
A/Delaware/01/2016	2016-01-10	KX413793	USA	N	4
A/Delaware/02/2017	2017-01-04	CY214538	USA	N	4
A/Delaware/03/2017	2017-01-08	CY218929	USA	N	4
A/Delaware/06/2017	2017-01-26	CY220095	USA	N	4
A/Delaware/07/2017	2017-02-02	CY220111	USA	N	4
A/Delaware/09/2017	2017-02-15	CY221942	USA	N	4
A/Delaware/10/2016	2016-03-01	KX917020	USA	N	4
A/Delaware/10/2017	2017-02-09	CY225006	USA	N	4
A/Delaware/12/2017	2017-02-13	CY223878	USA	N	4
A/Delaware/13/2017	2017-02-13	CY223886	USA	N	4
A/Delaware/15/2017	2017-02-24	CY224838	USA	N	4
A/Delaware/16/2016	2016-03-28	KX416216	USA	N	4
A/Delaware/19/2017	2017-03-21	CY227902	USA	N	4
A/Delaware/22/2017	2017-03-23	CY228581	USA	N	4
A/Delaware/24/2017	2017-04-03	CY232436	USA	N	4
A/Delaware/28/2016	2016-10-27	CY209000	USA	N	4
A/Delaware/29/2017	2017-09-06	CY245118	USA	N	4
A/Delaware/30/2016	2016-11-06	CY210329	USA	N	4
A/Delaware/30/2017	2017-09-17	CY247182	USA	N	4
A/Delaware/31/2016	2016-11-09	CY211697	USA	N	4
A/Delaware/31/2017	2017-09-19	CY247189	USA	N	4
A/Delaware/32/2016	2016-11-15	CY243439	USA	N	4
A/Delaware/33/2016	2016-11-15	CY210416	USA	N	4
A/Delaware/35/2017	2017-10-20	CY258021	USA	N	4
A/Delaware/36/2016	2016-11-30	CY213794	USA	N	4
A/Delaware/38/2016	2016-12-04	CY211802	USA	N	4
A/Delaware/39/2016	2016-12-19	CY212994	USA	N	4
A/Delaware/39/2017	2017-11-13	CY260969	USA	N	4
A/Delaware/40/2016	2016-12-19	CY213002	USA	N	4
A/Delaware/41/2017	2017-12-04	CY264107	USA	N	4
A/Delaware/42/2017	2017-12-04	CY264115	USA	N	4
A/Delaware/43/2017	2017-12-05	CY264758	USA	N	4
A/Firuzkuh/49748/2016	2016-03-26	KY328772	Iran	N	4
A/Florida/01/2016	2016-01-07	KX413809	USA	N	4
A/Florida/01/2017	2017-01-04	CY215106	USA	N	4
A/Florida/03/2017	2017-01-07	CY215953	USA	N	4
A/Florida/05/2017	2017-01-20	CY216705	USA	N	4
A/Florida/06/2017	2017-01-26	CY219201	USA	N	4
A/Florida/07/2016	2016-01-22	KX414089	USA	N	4
A/Florida/07/2017	2017-01-16	CY220359	USA	N	4
A/Florida/08/2017	2017-01-24	CY220367	USA	N	4
A/Florida/09/2016	2016-01-26	KX414433	USA	N	4
A/Florida/10/2017	2017-02-08	CY223734	USA	N	4
A/Florida/100/2016	2016-11-27	CY211994	USA	N	4
A/Florida/101/2017	2017-12-11	CY264926	USA	N	4
A/Florida/103/2016	2016-12-08	CY212057	USA	N	4
A/Florida/104/2016	2016-12-01	CY213050	USA	N	4
A/Florida/106/2016	2016-12-26	CY214490	USA	N	4
A/Florida/11/2017	2017-02-13	CY223742	USA	N	4
A/Florida/111/2016	2016-12-24	CY219123	USA	N	4
A/Florida/12/2017	2017-02-10	CY223918	USA	N	4
A/Florida/13/2017	2017-02-11	CY223910	USA	N	4
A/Florida/14/2017	2017-02-14	CY227206	USA	N	4
A/Florida/15/2016	2016-01-22	KX414649	USA	N	4
A/Florida/15/2017	2017-02-14	CY224062	USA	N	4
A/Florida/17/2017	2017-02-19	CY227398	USA	N	4
A/Florida/18/2017	2017-03-04	CY227430	USA	N	4
A/Florida/19/2017	2017-03-08	CY227438	USA	N	4
A/Florida/20/2016	2016-02-11	KX414936	USA	N	4
A/Florida/20/2017	2017-03-02	CY227662	USA	N	4
A/Florida/22/2017	2017-03-20	CY228413	USA	N	4
A/Florida/23/2017	2017-03-23	CY228429	USA	N	4
A/Florida/27/2017	2017-03-30	CY232404	USA	N	4
A/Florida/28/2016	2016-03-02	KX415432	USA	N	4
A/Florida/28/2017	2017-04-04	CY232412	USA	N	4
A/Florida/29/2017	2017-01-07	CY242102	USA	N	4
A/Florida/30/2017	2017-02-07	CY234176	USA	N	4
A/Florida/31/2016	2016-02-26	KX415448	USA	N	4
A/Florida/31/2017	2017-02-25	CY234184	USA	N	4
A/Florida/35/2016	2016-03-07	KX416024	USA	N	4
A/Florida/36/2017	2017-04-19	CY234562	USA	N	4
A/Florida/37/2017	2017-04-27	CY234842	USA	N	4
A/Florida/38/2016	2016-03-13	KX416032	USA	N	4
A/Florida/38/2017	2017-04-30	CY234834	USA	N	4
A/Florida/39/2017	2017-05-10	CY235872	USA	N	4
A/Florida/40/2017	2017-05-19	CY235880	USA	N	4
A/Florida/41/2017	2017-05-22	CY235912	USA	N	4
A/Florida/42/2017	2017-06-07	CY238907	USA	N	4
A/Florida/43/2016	2016-03-18	KX416048	USA	N	4
A/Florida/43/2017	2017-06-20	CY239896	USA	N	4
A/Florida/44/2016	2016-03-30	KX416416	USA	N	4
A/Florida/44/2017	2017-06-23	CY239888	USA	N	4
A/Florida/45/2017	2017-06-25	CY239936	USA	N	4
A/Florida/46/2017	2017-07-05	CY239944	USA	N	4
A/Florida/47/2017	2017-07-09	CY242078	USA	N	4
A/Florida/48/2017	2017-07-09	CY242086	USA	N	4
A/Florida/50/2016	2016-03-26	KX416448	USA	N	4
A/Florida/50/2017	2017-07-26	CY242350	USA	N	4
A/Florida/55/2016	2016-04-05	KX416864	USA	N	4
A/Florida/57/2017	2017-08-06	CY243718	USA	N	4
A/Florida/58/2017	2017-08-14	CY243742	USA	N	4
A/Florida/60/2017	2017-08-19	CY245062	USA	N	4
A/Florida/61/2017	2017-08-29	CY246966	USA	N	4
A/Florida/63/2017	2017-09-06	CY245270	USA	N	4
A/Florida/64/2016	2016-05-05	KX918220	USA	N	4
A/Florida/64/2017	2017-09-06	CY245278	USA	N	4
A/Florida/6528/2017	2017-12-13	MH294894	USA	N	4
A/Florida/6534/2017	2017-12-28	MH294900	USA	N	4
A/Florida/6627/2017	2017-12-22	MH778975	USA	N	4
A/Florida/6679/2017	2017-12-22	MH779027	USA	N	4
A/Florida/67/2016	2016-05-11	KX918348	USA	N	4
A/Florida/6771/2018	2018-01-23	MH885185	USA	N	4
A/Florida/68/2016	2016-06-13	KX916796	USA	N	4
A/Florida/7017/2017	2017-12-30	MK382005	USA	N	4
A/Florida/7019/2018	2018-01-11	MK382007	USA	N	4
A/Florida/7020/2018	2018-01-05	MK382008	USA	N	4
A/Florida/72/2017	2017-10-06	CY257725	USA	N	4
A/Florida/73/2017	2017-10-15	CY255965	USA	N	4
A/Florida/74/2016	2016-09-07	KY115982	USA	N	4
A/Florida/78/2016	2016-09-30	KY116470	USA	N	4
A/Florida/78/2017	2017-10-27	CY258284	USA	N	4
A/Florida/79/2016	2016-10-03	KY116454	USA	N	4
A/Florida/81/2016	2016-10-03	KY289109	USA	N	4
A/Florida/82/2016	2016-10-03	CY208960	USA	N	4
A/Florida/83/2016	2016-10-14	CY208968	USA	N	4
A/Florida/84/2017	2017-10-23	CY266050	USA	N	4
A/Florida/86/2017	2017-10-24	CY266098	USA	N	4
A/Florida/87/2016	2016-10-27	KY289044	USA	N	4
A/Florida/87/2017	2017-10-25	CY266082	USA	N	4
A/Florida/92/2016	2016-11-05	CY210567	USA	N	4
A/Florida/93/2017	2017-11-13	CY266178	USA	N	4
A/Florida/95/2016	2016-11-11	CY210575	USA	N	4
A/Florida/95/2017	2017-11-18	CY261415	USA	N	4
A/Florida/96/2016	2016-11-15	CY210583	USA	N	4
A/Florida/97/2017	2017-11-29	CY264361	USA	N	4
A/Florida/98/2016	2016-11-20	CY212010	USA	N	4
A/Gainesville/09/2016	2016-09-06	KY697310	USA	N	4
A/Gainesville/10/2016	2016-09-06	KY697318	USA	N	4
A/Gainesville/10/2017	2017-01-26	KY697358	USA	N	4
A/Gainesville/13/2016	2016-12-20	KY697326	USA	N	4
A/Gainesville/13/2017	2017-02-20	MG928453	USA	N	4
A/Georgia/01/2017	2017-01-10	CY220055	USA	N	4
A/Georgia/03/2016	2016-01-12	KX412798	USA	N	4
A/Georgia/04/2017	2017-01-09	CY216033	USA	N	4
A/Georgia/05/2017	2017-02-15	CY223926	USA	N	4
A/Georgia/06/2017	2017-02-15	CY223934	USA	N	4
A/Georgia/07/2017	2017-03-16	CY232372	USA	N	4
A/Georgia/08/2017	2017-03-20	CY232380	USA	N	4
A/Georgia/10/2017	2017-06-13	CY247142	USA	N	4
A/Georgia/11/2017	2017-07-24	CY247134	USA	N	4
A/Georgia/12/2017	2017-08-23	CY247126	USA	N	4
A/Georgia/14/2017	2017-09-15	CY247110	USA	N	4
A/Georgia/16/2016	2016-02-02	KX412918	USA	N	4
A/Georgia/23/2016	2016-02-18	KX916252	USA	N	4
A/Georgia/27/2016	2016-02-24	KX916260	USA	N	4
A/Georgia/37/2016	2016-02-22	KX413278	USA	N	4
A/Georgia/40/2016	2016-03-06	KX413286	USA	N	4
A/Georgia/45/2016	2016-03-06	KX413294	USA	N	4
A/Georgia/46/2016	2016-03-20	KX916268	USA	N	4
A/Georgia/52/2016	2016-04-17	KX916300	USA	N	4
A/Georgia/54/2016	2016-04-18	KX916556	USA	N	4
A/Georgia/57/2016	2016-05-24	KX916404	USA	N	4
A/Georgia/58/2016	2016-07-05	KX916508	USA	N	4
A/Georgia/59/2016	2016-10-02	CY210751	USA	N	4
A/Georgia/61/2016	2016-10-07	CY210743	USA	N	4
A/Georgia/64/2016	2016-12-24	CY214522	USA	N	4
A/Georgia/65/2016	2016-12-29	CY214530	USA	N	4
A/Georgia/6681/2018	2018-01-10	MH779029	USA	N	4
A/Georgia/6783/2018	2018-01-22	MH885197	USA	N	4
A/Georgia/68828/2018	2018-01-08	MH701580	USA	N	4
A/Georgia/7021/2018	2018-01-31	MK382009	USA	N	4
A/Germany/7024/2018	2018-01-09	MK382012	Germany	N	4
A/Ghom/55457/2016	2016-09-29	KY328770	Iran	N	4
A/Guangdong/12/2016	2016-01-18	MF113182	China	N	4
A/Guangdong/264/2016	2016-03-07	MF113183	China	N	4
A/Guangdong/SKLRD01/2017	2017-07-15	MG198920	China	N	4
A/Guangdong/YueFang277/2017	2017-03-31	MK117070	China	N	4
A/Hawaii/01/2017	2017-01-09	CY230946	USA	N	4
A/Hawaii/02/2017	2017-01-15	CY220623	USA	N	4
A/Hawaii/03/2016	2016-01-08	KX413905	USA	N	4
A/Hawaii/03/2017	2017-01-17	CY220631	USA	N	4
A/Hawaii/05/2016	2016-01-05	KX414209	USA	N	4
A/Hawaii/07/2016	2016-01-12	KX414217	USA	N	4
A/Hawaii/07/2017	2017-01-27	CY222949	USA	N	4
A/Hawaii/09/2017	2017-02-19	CY224078	USA	N	4
A/Hawaii/102/2016	2016-12-06	CY214218	USA	N	4
A/Hawaii/103/2016	2016-12-07	CY214210	USA	N	4
A/Hawaii/105/2016	2016-12-30	CY214978	USA	N	4
A/Hawaii/107/2016	2016-12-28	CY220615	USA	N	4
A/Hawaii/11/2017	2017-02-26	CY228301	USA	N	4
A/Hawaii/13/2016	2016-02-13	KX415256	USA	N	4
A/Hawaii/14/2016	2016-02-18	KX415264	USA	N	4
A/Hawaii/15/2017	2017-03-15	CY228685	USA	N	4
A/Hawaii/17/2016	2016-02-26	KX415768	USA	N	4
A/Hawaii/17/2017	2017-03-20	CY230666	USA	N	4
A/Hawaii/18/2017	2017-03-24	CY234482	USA	N	4
A/Hawaii/19/2016	2016-02-23	KX415776	USA	N	4
A/Hawaii/19/2017	2017-03-27	CY235568	USA	N	4
A/Hawaii/26/2017	2017-05-08	CY235824	USA	N	4
A/Hawaii/31/2017	2017-06-08	CY239952	USA	N	4
A/Hawaii/32/2016	2016-03-02	KX416808	USA	N	4
A/Hawaii/32/2017	2017-06-15	CY239960	USA	N	4
A/Hawaii/33/2016	2016-03-05	KX416816	USA	N	4
A/Hawaii/34/2017	2017-07-05	CY242246	USA	N	4
A/Hawaii/41/2017	2017-08-04	CY244705	USA	N	4
A/Hawaii/42/2016	2016-03-20	KX916740	USA	N	4
A/Hawaii/42/2017	2017-08-06	CY244697	USA	N	4
A/Hawaii/45/2017	2017-08-22	CY245462	USA	N	4
A/Hawaii/47/2016	2016-04-01	KX918292	USA	N	4
A/Hawaii/51/2017	2017-10-02	CY256189	USA	N	4
A/Hawaii/52/2017	2017-10-06	CY256197	USA	N	4
A/Hawaii/54/2016	2016-05-21	KX916484	USA	N	4
A/Hawaii/55/2016	2016-06-07	KX916492	USA	N	4
A/Hawaii/57/2017	2017-11-24	CY264307	USA	N	4
A/Hawaii/58/2016	2016-06-24	KX916316	USA	N	4
A/Hawaii/58/2017	2017-11-25	CY264315	USA	N	4
A/Hawaii/59/2016	2016-07-11	KX916836	USA	N	4
A/Hawaii/61/2017	2017-11-27	CY265069	USA	N	4
A/Hawaii/62/2017	2017-12-06	CY265077	USA	N	4
A/Hawaii/64/2016	2016-08-03	KX916356	USA	N	4
A/Hawaii/67/2016	2016-09-04	KY003487	USA	N	4
A/Hawaii/68/2016	2016-09-07	KY003496	USA	N	4
A/Hawaii/71/2016	2016-09-13	KY116278	USA	N	4
A/Hawaii/73/2016	2016-09-16	KY116262	USA	N	4
A/Hawaii/75/2016	2016-09-19	KY116310	USA	N	4
A/Hawaii/76/2016	2016-09-21	KY116302	USA	N	4
A/Hawaii/77/2016	2016-09-22	KY116286	USA	N	4
A/Hawaii/79/2016	2016-09-22	KY116326	USA	N	4
A/Hawaii/82/2016	2016-09-27	KY289590	USA	N	4
A/Hawaii/87/2016	2016-10-13	CY209152	USA	N	4
A/Hawaii/89/2016	2016-10-21	CY209160	USA	N	4
A/Hawaii/90/2016	2016-10-21	CY209168	USA	N	4
A/Hawaii/94/2016	2016-11-03	CY210520	USA	N	4
A/Hawaii/97/2016	2016-11-21	CY211922	USA	N	4
A/Hawaii/98/2016	2016-11-28	CY212866	USA	N	4
A/Hawaii/99/2016	2016-12-03	CY212874	USA	N	4
A/Idaho/02/2017	2017-01-07	CY215881	USA	N	4
A/Idaho/04/2017	2017-01-17	CY219209	USA	N	4
A/Idaho/05/2016	2016-01-26	KX414473	USA	N	4
A/Idaho/06/2017	2017-01-19	CY219217	USA	N	4
A/Idaho/07/2017	2017-01-19	CY219229	USA	N	4
A/Idaho/09/2017	2017-01-24	CY222005	USA	N	4
A/Idaho/11/2016	2016-02-20	KX415344	USA	N	4
A/Idaho/12/2017	2017-02-27	CY224110	USA	N	4
A/Idaho/14/2016	2016-03-04	KX415992	USA	N	4
A/Idaho/14/2017	2017-03-06	CY224118	USA	N	4
A/Idaho/16/2016	2016-03-07	KX416000	USA	N	4
A/Idaho/19/2017	2017-03-06	CY228885	USA	N	4
A/Idaho/20/2017	2017-03-09	CY228893	USA	N	4
A/Idaho/21/2017	2017-03-20	CY230834	USA	N	4
A/Idaho/23/2017	2017-03-31	CY230842	USA	N	4
A/Idaho/24/2016	2016-04-16	KX917604	USA	N	4
A/Idaho/24/2017	2017-04-07	CY235744	USA	N	4
A/Idaho/25/2017	2017-04-28	CY235752	USA	N	4
A/Idaho/27/2016	2016-04-27	KX917932	USA	N	4
A/Idaho/29/2017	2017-09-06	CY255917	USA	N	4
A/Idaho/30/2017	2017-09-12	CY255909	USA	N	4
A/Idaho/31/2016	2016-05-13	KX916724	USA	N	4
A/Idaho/31/2017	2017-10-03	CY255933	USA	N	4
A/Idaho/32/2016	2016-05-15	KX916732	USA	N	4
A/Idaho/32/2017	2017-10-03	CY255941	USA	N	4
A/Idaho/33/2016	2016-06-07	KX916212	USA	N	4
A/Idaho/34/2016	2016-06-20	KX916220	USA	N	4
A/Idaho/34/2017	2017-10-19	CY256205	USA	N	4
A/Idaho/35/2016	2016-09-27	CY211610	USA	N	4
A/Idaho/35/2017	2017-10-28	CY260630	USA	N	4
A/Idaho/37/2016	2016-10-07	CY243447	USA	N	4
A/Idaho/38/2016	2016-10-13	KY289361	USA	N	4
A/Idaho/38/2017	2017-11-17	CY261161	USA	N	4
A/Idaho/40/2016	2016-11-18	CY210615	USA	N	4
A/Idaho/40/2017	2017-12-03	CY264497	USA	N	4
A/Idaho/41/2016	2016-11-22	CY210607	USA	N	4
A/Idaho/42/2016	2016-12-02	CY212562	USA	N	4
A/Idaho/43/2016	2016-12-07	CY212570	USA	N	4
A/Idaho/46/2016	2016-12-24	CY215873	USA	N	4
A/Idaho/6538/2018	2018-01-01	MH294904	USA	N	4
A/Idaho/6629/2017	2017-12-29	MH778977	USA	N	4
A/Idaho/6682/2018	2018-01-21	MH779030	USA	N	4
A/Idaho/7148/2018	2018-02-26	MK400744	USA	N	4
A/Illinois/04/2017	2017-01-07	CY216009	USA	N	4
A/Illinois/05/2017	2017-01-08	CY216017	USA	N	4
A/Illinois/06/2017	2017-01-10	CY215993	USA	N	4
A/Illinois/07/2016	2016-02-01	KX416632	USA	N	4
A/Illinois/07/2017	2017-01-12	CY215977	USA	N	4
A/Illinois/08/2016	2016-02-08	KX416640	USA	N	4
A/Illinois/08/2017	2017-01-15	CY215889	USA	N	4
A/Illinois/09/2017	2017-01-16	CY215985	USA	N	4
A/Illinois/10/2016	2016-02-10	KX416656	USA	N	4
A/Illinois/10/2017	2017-01-16	CY216001	USA	N	4
A/Illinois/11/2016	2016-02-01	KX416664	USA	N	4
A/Illinois/11/2017	2017-01-17	CY215897	USA	N	4
A/Illinois/12/2016	2016-01-30	KX416672	USA	N	4
A/Illinois/12/2017	2017-01-31	CY220487	USA	N	4
A/Illinois/17/2017	2017-02-20	CY223101	USA	N	4
A/Illinois/19/2017	2017-02-22	CY223125	USA	N	4
A/Illinois/21/2017	2017-02-26	CY223133	USA	N	4
A/Illinois/22/2017	2017-03-06	CY225230	USA	N	4
A/Illinois/23/2017	2017-03-06	CY225238	USA	N	4
A/Illinois/24/2017	2017-03-13	CY227766	USA	N	4
A/Illinois/25/2017	2017-03-14	CY227774	USA	N	4
A/Illinois/28/2017	2017-03-23	CY228613	USA	N	4
A/Illinois/29/2017	2017-04-02	CY228917	USA	N	4
A/Illinois/31/2017	2017-09-10	CY250547	USA	N	4
A/Illinois/32/2017	2017-10-04	CY250555	USA	N	4
A/Illinois/39/2017	2017-10-04	CY266034	USA	N	4
A/Illinois/40/2017	2017-10-08	CY266018	USA	N	4
A/Illinois/41/2017	2017-12-04	CY263168	USA	N	4
A/Illinois/42/2017	2017-12-04	CY264521	USA	N	4
A/Illinois/45/2016	2016-08-20	KY115862	USA	N	4
A/Illinois/46/2016	2016-09-14	KY115870	USA	N	4
A/Illinois/47/2016	2016-10-07	KY116510	USA	N	4
A/Illinois/48/2016	2016-11-13	CY209352	USA	N	4
A/Illinois/50/2016	2016-12-10	CY212018	USA	N	4
A/Illinois/51/2016	2016-12-13	CY212698	USA	N	4
A/Illinois/52/2016	2016-12-13	CY212706	USA	N	4
A/Illinois/53/2016	2016-12-16	CY213098	USA	N	4
A/Illinois/56/2016	2016-12-15	CY214050	USA	N	4
A/Illinois/58/2016	2016-12-17	CY221790	USA	N	4
A/Illinois/59/2016	2016-12-22	CY219025	USA	N	4
A/Illinois/63/2016	2016-12-30	CY214082	USA	N	4
A/Illinois/6369/2017	2017-10-30	MH294716	USA	N	4
A/Illinois/6370/2017	2017-11-06	MH294717	USA	N	4
A/Illinois/6789/2018	2018-01-25	MH885203	USA	N	4
A/Illinois/6849/2018	2018-03-05	MH885263	USA	N	4
A/India/1728574/2017	2017-03-16	MH201585	India	T	4
A/India/1728584/2017	2017-03-10	MH201586	India	T	4
A/India/1728590/2017	2017-03-13	MH201588	India	T	4
A/India/1728626/2017	2017-03-09	MH201584	India	T	4
A/India/1730885/2017	2017-08-11	MH201530	India	T	4
A/India/1731128/2017	2017-08-16	MH201528	India	T	4
A/India/1731439/2017	2017-08-21	MH201531	India	T	4
A/India/1732150/2017	2017-08-30	MH201529	India	T	4
A/India/1732610/2017	2017-09-06	MH201523	India	T	4
A/India/1732835/2017	2017-09-08	MH201526	India	T	4
A/India/1733135/2017	2017-09-13	MH201527	India	T	4
A/India/1733370/2017	2017-09-15	MH201525	India	T	4
A/India/1733873/2017	2017-09-18	MH201520	India	T	4
A/India/1736023/2017	2017-10-16	MH201521	India	T	4
A/India/1736032/2017	2017-10-16	MH201522	India	T	4
A/India/1738050/2017	2017-09-02	MH201519	India	T	4
A/India/1739927/2017	2017-10-09	MH201576	India	T	4
A/India/1739930/2017	2017-10-27	MH201577	India	T	4
A/India/1739931/2017	2017-10-28	MH201590	India	T	4
A/India/1739932/2017	2017-10-28	MH201589	India	T	4
A/India/1739935/2017	2017-10-30	MH201591	India	T	4
A/India/1739944/2017	2017-10-26	MH201575	India	T	4
A/India/1739946/2017	2017-10-31	MH201587	India	T	4
A/India/1740982/2017	2017-09-20	MH201454	India	T	4
A/India/1740987/2017	2017-09-13	MH201452	India	T	4
A/India/1740988/2017	2017-09-14	MH201453	India	T	4
A/India/1740989/2017	2017-09-22	MH201451	India	T	4
A/India/1741037/2017	2017-10-17	MH201514	India	T	4
A/India/1741143/2017	2017-09-17	MH201468	India	T	4
A/India/1841647/2017	2017-10-09	MH201532	India	T	4
A/India/1841650/2017	2017-10-18	MH201533	India	T	4
A/India/1842552/2017	2017-11-21	MH201579	India	T	4
A/India/1842563/2017	2017-12-15	MH201582	India	T	4
A/India/1842564/2017	2017-12-15	MH201583	India	T	4
A/India/1842577/2017	2017-11-10	MH201578	India	T	4
A/India/1842580/2017	2017-11-28	MH201580	India	T	4
A/India/1842584/2017	2017-12-15	MH201581	India	T	4
A/Indiana/08/2017	2017-01-23	CY220279	USA	N	4
A/Indiana/10/2016	2016-01-19	KX414097	USA	N	4
A/Indiana/11/2016	2016-01-17	KX414113	USA	N	4
A/Indiana/13/2017	2017-02-03	CY221862	USA	N	4
A/Indiana/14/2017	2017-02-03	CY221870	USA	N	4
A/Indiana/15/2017	2017-02-17	CY223149	USA	N	4
A/Indiana/17/2017	2017-02-20	CY223157	USA	N	4
A/Indiana/18/2016	2016-01-25	KX414393	USA	N	4
A/Indiana/18/2017	2017-03-06	CY227590	USA	N	4
A/Indiana/20/2017	2017-03-09	CY227582	USA	N	4
A/Indiana/21/2017	2017-04-05	CY230882	USA	N	4
A/Indiana/22/2017	2017-04-10	CY230890	USA	N	4
A/Indiana/23/2017	2017-04-13	CY234634	USA	N	4
A/Indiana/24/2017	2017-04-15	CY234642	USA	N	4
A/Indiana/26/2017	2017-09-30	CY250051	USA	N	4
A/Indiana/28/2016	2016-02-23	KX415416	USA	N	4
A/Indiana/31/2016	2016-03-07	KX415896	USA	N	4
A/Indiana/31/2017	2017-11-28	CY261623	USA	N	4
A/Indiana/33/2017	2017-12-11	CY264997	USA	N	4
A/Indiana/34/2016	2016-03-20	KX416392	USA	N	4
A/Indiana/35/2016	2016-03-21	KX917308	USA	N	4
A/Indiana/35/2017	2017-12-13	CY265005	USA	N	4
A/Indiana/43/2016	2016-11-29	CY211763	USA	N	4
A/Indiana/44/2016	2016-12-02	CY212834	USA	N	4
A/Indiana/47/2016	2016-12-29	CY214026	USA	N	4
A/Iowa/02/2016	2016-03-03	KX416336	USA	N	4
A/Iowa/02/2017	2017-01-17	CY215945	USA	N	4
A/Iowa/03/2016	2016-02-23	KX416344	USA	N	4
A/Iowa/03/2017	2017-01-12	CY220167	USA	N	4
A/Iowa/05/2017	2017-01-23	CY220175	USA	N	4
A/Iowa/06/2017	2017-02-01	CY221878	USA	N	4
A/Iowa/12/2016	2016-03-28	KX416960	USA	N	4
A/Iowa/12/2017	2017-02-22	CY223277	USA	N	4
A/Iowa/14/2017	2017-03-13	CY227598	USA	N	4
A/Iowa/15/2016	2016-04-20	KX417016	USA	N	4
A/Iowa/17/2017	2017-03-21	CY228749	USA	N	4
A/Iowa/18/2016	2016-05-11	KX918300	USA	N	4
A/Iowa/19/2017	2017-04-03	CY230786	USA	N	4
A/Iowa/20/2016	2016-05-13	KX918308	USA	N	4
A/Iowa/20/2017	2017-04-11	CY234602	USA	N	4
A/Iowa/21/2017	2017-04-21	CY234610	USA	N	4
A/Iowa/22/2016	2016-06-01	KY044154	USA	N	4
A/Iowa/23/2016	2016-08-19	KX916364	USA	N	4
A/Iowa/24/2016	2016-09-02	KY003406	USA	N	4
A/Iowa/24/2017	2017-08-03	CY243694	USA	N	4
A/Iowa/25/2016	2016-09-09	CY208752	USA	N	4
A/Iowa/26/2017	2017-08-24	CY245438	USA	N	4
A/Iowa/27/2016	2016-09-26	KY116134	USA	N	4
A/Iowa/27/2017	2017-09-02	CY245446	USA	N	4
A/Iowa/29/2016	2016-10-06	KY116542	USA	N	4
A/Iowa/29/2017	2017-10-06	CY250579	USA	N	4
A/Iowa/31/2017	2017-10-15	CY258037	USA	N	4
A/Iowa/33/2016	2016-10-27	CY209104	USA	N	4
A/Iowa/34/2016	2016-10-30	CY209112	USA	N	4
A/Iowa/35/2016	2016-11-14	CY211747	USA	N	4
A/Iowa/36/2017	2017-10-28	CY259994	USA	N	4
A/Iowa/37/2017	2017-11-02	CY260002	USA	N	4
A/Iowa/38/2016	2016-12-04	CY211954	USA	N	4
A/Iowa/39/2017	2017-11-14	CY261073	USA	N	4
A/Iowa/40/2017	2017-11-15	CY261081	USA	N	4
A/Iowa/42/2016	2016-12-20	CY213090	USA	N	4
A/Iowa/44/2017	2017-11-27	CY264441	USA	N	4
A/Iowa/45/2017	2017-12-03	CY264449	USA	N	4
A/Italy/7152/2018	2018-02-07	MK400748	Italy	N	4
A/Italy/7413/2018	2018-01-25	MK502680	Italy	N	4
A/Japan/5063/2016	2016-01-29	CY208296	Japan	N	4
A/Japan/6633/2018	2018-01-16	MH778981	Japan	N	4
A/Japan/6684/2018	2018-01-15	MH779032	Japan	N	4
A/Japan/6686/2018	2018-01-06	MH779034	Japan	N	4
A/Japan/6790/2018	2018-01-18	MH885204	Japan	N	4
A/Japan/6792/2018	2018-01-08	MH885206	Japan	N	4
A/Japan/7159/2018	2018-01-16	MK400755	Japan	N	4
A/Japan/7160/2018	2018-02-06	MK400756	Japan	N	4
A/Japan/FDX70344/2018	2018-02-05	MH701636	Japan	N	4
A/Japan/FDX70378/2018	2018-03-01	MH701668	Japan	N	4
A/Kansas/01/2017	2017-01-01	CY214242	USA	N	4
A/Kansas/02/2016	2016-01-22	KX413030	USA	N	4
A/Kansas/03/2016	2016-01-14	KX413038	USA	N	4
A/Kansas/03/2017	2017-02-03	CY220575	USA	N	4
A/Kansas/04/2017	2017-02-04	CY220567	USA	N	4
A/Kansas/07/2017	2017-02-13	CY223021	USA	N	4
A/Kansas/08/2017	2017-11-02	CY258300	USA	N	4
A/Kansas/10/2017	2017-11-19	CY260747	USA	N	4
A/Kansas/11/2017	2017-12-06	CY264790	USA	N	4
A/Kansas/12/2017	2017-12-06	CY264798	USA	N	4
A/Kansas/17/2016	2016-03-14	KX415696	USA	N	4
A/Kansas/22/2016	2016-04-02	KX416712	USA	N	4
