strain	date	accession	country	region	segment_name
A/Florida/11/2017	2017-02-13	CY223744	USA	N	6
A/Florida/111/2016	2016-12-24	CY219125	USA	N	6
A/Florida/15/2017	2017-02-14	CY224064	USA	N	6
A/Florida/17/2016	2016-02-10	KX414659	USA	N	6
A/Florida/18/2016	2016-02-09	KX414667	USA	N	6
A/Florida/19/2017	2017-03-08	CY227440	USA	N	6
A/Florida/20/2017	2017-03-02	CY227664	USA	N	6
A/Florida/21/2017	2017-03-08	CY227672	USA	N	6
A/Florida/22/2016	2016-02-19	KX949304	USA	N	6
A/Florida/22/2017	2017-03-20	CY228415	USA	N	6
A/Florida/23/2017	2017-03-23	CY228431	USA	N	6
A/Florida/25/2016	2016-02-18	KX414962	USA	N	6
A/Florida/26/2017	2017-03-26	CY228631	USA	N	6
A/Florida/28/2017	2017-04-04	CY232414	USA	N	6
A/Florida/29/2017	2017-01-07	CY236009	USA	N	6
A/Florida/30/2016	2016-03-04	KX415442	USA	N	6
A/Florida/30/2017	2017-02-07	CY234178	USA	N	6
A/Florida/31/2017	2017-02-25	CY234186	USA	N	6
A/Florida/35/2016	2016-03-07	KX416026	USA	N	6
A/Florida/36/2017	2017-04-19	CY234564	USA	N	6
A/Florida/37/2017	2017-04-27	CY234844	USA	N	6
A/Florida/38/2016	2016-03-13	KX416034	USA	N	6
A/Florida/38/2017	2017-04-30	CY234836	USA	N	6
A/Florida/39/2017	2017-05-10	CY235874	USA	N	6
A/Florida/40/2017	2017-05-19	CY235882	USA	N	6
A/Florida/42/2016	2016-03-16	KX416042	USA	N	6
A/Florida/42/2017	2017-06-07	CY238909	USA	N	6
A/Florida/43/2016	2016-03-18	KX416050	USA	N	6
A/Florida/43/2017	2017-06-20	CY239898	USA	N	6
A/Florida/44/2016	2016-03-30	KX416418	USA	N	6
A/Florida/44/2017	2017-06-23	CY239890	USA	N	6
A/Florida/45/2017	2017-06-25	CY239938	USA	N	6
A/Florida/46/2017	2017-07-05	CY239946	USA	N	6
A/Florida/47/2017	2017-07-09	CY242080	USA	N	6
A/Florida/48/2017	2017-07-09	CY242088	USA	N	6
A/Florida/50/2016	2016-03-26	KX416458	USA	N	6
A/Florida/50/2017	2017-07-26	CY242352	USA	N	6
A/Florida/51/2017	2017-07-28	CY242360	USA	N	6
A/Florida/52/2017	2017-08-04	CY242416	USA	N	6
A/Florida/53/2016	2016-02-15	KX414954	USA	N	6
A/Florida/55/2016	2016-04-05	KX416866	USA	N	6
A/Florida/57/2017	2017-08-06	CY243720	USA	N	6
A/Florida/58/2017	2017-08-14	CY243744	USA	N	6
A/Florida/59/2017	2017-08-17	CY243752	USA	N	6
A/Florida/60/2017	2017-08-19	CY245064	USA	N	6
A/Florida/63/2017	2017-09-06	CY245272	USA	N	6
A/Florida/64/2016	2016-05-05	KX918222	USA	N	6
A/Florida/64/2017	2017-09-06	CY245280	USA	N	6
A/Florida/67/2016	2016-05-11	KY044528	USA	N	6
A/Florida/68/2016	2016-06-13	KX916798	USA	N	6
A/Florida/71/2017	2017-10-04	CY255959	USA	N	6
A/Florida/73/2017	2017-10-15	CY255967	USA	N	6
A/Florida/74/2016	2016-09-07	KY115984	USA	N	6
A/Florida/74/2017	2017-10-22	CY258070	USA	N	6
A/Florida/78/2016	2016-09-30	KY116472	USA	N	6
A/Florida/79/2016	2016-10-03	KY116456	USA	N	6
A/Florida/80/2016	2016-10-01	KY116640	USA	N	6
A/Florida/81/2016	2016-10-03	KY289142	USA	N	6
A/Florida/81/2017	2017-10-29	CY260600	USA	N	6
A/Florida/82/2016	2016-10-03	CY208962	USA	N	6
A/Florida/83/2016	2016-10-14	CY208970	USA	N	6
A/Florida/84/2017	2017-10-23	CY266052	USA	N	6
A/Florida/86/2017	2017-10-24	CY266100	USA	N	6
A/Florida/87/2016	2016-10-27	KY289070	USA	N	6
A/Florida/89/2016	2016-10-29	KY289133	USA	N	6
A/Florida/89/2017	2017-11-09	CY266148	USA	N	6
A/Florida/90/2016	2016-10-22	CY210347	USA	N	6
A/Florida/90/2017	2017-11-09	CY266164	USA	N	6
A/Florida/91/2017	2017-11-12	CY261043	USA	N	6
A/Florida/92/2016	2016-11-05	CY210569	USA	N	6
A/Florida/92/2017	2017-11-12	CY261051	USA	N	6
A/Florida/93/2017	2017-11-13	CY266180	USA	N	6
A/Florida/94/2016	2016-11-07	CY210561	USA	N	6
A/Florida/95/2017	2017-11-18	CY261417	USA	N	6
A/Florida/96/2016	2016-11-15	CY210585	USA	N	6
A/Florida/97/2017	2017-11-29	CY264363	USA	N	6
A/Florida/98/2016	2016-11-20	CY212012	USA	N	6
A/Florida/98/2017	2017-12-01	CY264371	USA	N	6
A/Fukuoka/DS6-149/2016	2016-01-23	LC408969	Japan	N	6
A/Fukuoka/DS6-167/2016	2016-01-25	LC408973	Japan	N	6
A/Fukuoka/DS6-348/2016	2016-02-02	LC408976	Japan	N	6
A/Fukuoka/DS6-52/2016	2016-01-18	LC408982	Japan	N	6
A/Fukuoka/DS7-10/2016	2016-11-21	LC408989	Japan	N	6
A/Fukuoka/DS7-162/2016	2016-12-19	LC409001	Japan	N	6
A/Fukuoka/DS7-2/2016	2016-11-08	LC409024	Japan	N	6
A/Fukuoka/DS7-255/2016	2016-12-24	LC409013	Japan	N	6
A/Fukuoka/DS7-27/2016	2016-11-28	LC409016	Japan	N	6
A/Fukuoka/DS7-282/2017	2017-01-04	LC409017	Japan	N	6
A/Fukuoka/DS7-29/2016	2016-11-29	LC409023	Japan	N	6
A/Fukuoka/DS7-292/2017	2017-01-04	LC409020	Japan	N	6
A/Fukuoka/DS7-298/2017	2017-01-06	LC409022	Japan	N	6
A/Fukuoka/DS7-319/2017	2017-01-04	LC409052	Japan	N	6
A/Fukuoka/DS7-379/2017	2017-01-17	LC409031	Japan	N	6
A/Fukuoka/DS7-381/2017	2017-01-17	LC409032	Japan	N	6
A/Fukuoka/DS7-383/2017	2017-01-17	LC409033	Japan	N	6
A/Fukuoka/DS7-401/2017	2017-01-18	LC409035	Japan	N	6
A/Fukuoka/DS7-403/2017	2017-01-19	LC409036	Japan	N	6
A/Fukuoka/DS7-5/2016	2016-11-08	LC409056	Japan	N	6
A/Fukuoka/DS7-6/2016	2016-11-15	LC409046	Japan	N	6
A/Fukuoka/DS7-8/2016	2016-11-15	LC409058	Japan	N	6
A/Fukuoka/DS7-97/2016	2016-12-12	LC409048	Japan	N	6
A/Fukushima/DS7-150/2016	2016-12-17	LC408996	Japan	N	6
A/Gainesville/01/2017	2017-01-01	KY697344	USA	N	6
A/Gainesville/09/2016	2016-09-06	KY697312	USA	N	6
A/Gainesville/10/2016	2016-09-06	KY697320	USA	N	6
A/Gainesville/10/2017	2017-01-26	KY697360	USA	N	6
A/Gainesville/13/2016	2016-12-20	KY697328	USA	N	6
A/Georgia/01/2017	2017-01-10	CY220049	USA	N	6
A/Georgia/03/2016	2016-01-12	KX412800	USA	N	6
A/Georgia/03/2017	2017-01-09	CY216027	USA	N	6
A/Georgia/04/2017	2017-01-09	CY216035	USA	N	6
A/Georgia/05/2017	2017-02-15	CY225072	USA	N	6
A/Georgia/06/2017	2017-02-15	CY223936	USA	N	6
A/Georgia/08/2017	2017-03-20	CY232382	USA	N	6
A/Georgia/09/2017	2017-05-23	CY247152	USA	N	6
A/Georgia/10/2017	2017-06-13	CY247144	USA	N	6
A/Georgia/11/2017	2017-07-24	CY247136	USA	N	6
A/Georgia/12/2017	2017-08-23	CY247128	USA	N	6
A/Georgia/13/2017	2017-09-07	CY247120	USA	N	6
A/Georgia/14/2017	2017-09-15	CY247112	USA	N	6
A/Georgia/16/2016	2016-02-02	KX412920	USA	N	6
A/Georgia/18/2016	2016-02-10	KX412928	USA	N	6
A/Georgia/19/2016	2016-02-15	KX412936	USA	N	6
A/Georgia/23/2016	2016-02-18	KX916254	USA	N	6
A/Georgia/37/2016	2016-02-22	KX413280	USA	N	6
A/Georgia/45/2016	2016-03-06	KX413296	USA	N	6
A/Georgia/46/2016	2016-03-20	KX916270	USA	N	6
A/Georgia/47/2016	2016-03-29	KX916278	USA	N	6
A/Georgia/52/2016	2016-04-17	KX916302	USA	N	6
A/Georgia/54/2016	2016-04-18	KX916558	USA	N	6
A/Georgia/56/2016	2016-04-30	KX916550	USA	N	6
A/Georgia/57/2016	2016-05-24	KX916406	USA	N	6
A/Georgia/59/2016	2016-10-02	CY210753	USA	N	6
A/Georgia/61/2016	2016-10-07	CY210745	USA	N	6
A/Georgia/64/2016	2016-12-24	CY214524	USA	N	6
A/Georgia/68828/2018	2018-01-08	MH701582	USA	N	6
A/Germany/7358/2018	2018-03-19	MK502224	Germany	N	6
A/Ghom/55457/2016	2016-09-29	KY328807	Iran	N	6
A/Gifu/DS7-388/2017	2017-01-17	LC409034	Japan	N	6
A/Gifu/DS7-415/2017	2017-01-19	LC409037	Japan	N	6
A/Gifu/DS7-417/2017	2017-01-20	LC409038	Japan	N	6
A/Gifu/DS7-469/2017	2017-01-24	LC409040	Japan	N	6
A/Guangdong/12/2016	2016-01-18	MF113203	China	N	6
A/Guangdong/264/2016	2016-03-07	MF113204	China	N	6
A/Guangdong/SKLRD01/2017	2017-07-15	MG198922	China	N	6
A/Guangdong/YueFang277/2017	2017-03-31	MK117072	China	N	6
A/Gunma/DS7-107/2016	2016-12-12	LC408988	Japan	N	6
A/Gunma/DS7-129/2016	2016-12-12	LC409051	Japan	N	6
A/Gyeongbuk/1301/2016	2016-09-27	MG787907	South		
A/Gyeongbuk/745/2017	2017-09-04	MK159077	South		
A/Gyeonggi/1304/2016	2016-10-24	MG787914	South		
A/Gyeonggi/458/2016	2016-02-22	KY509842	South		
A/Hawaii/01/2017	2017-01-09	CY230948	USA	N	6
A/Hawaii/02/2017	2017-01-15	CY220625	USA	N	6
A/Hawaii/03/2016	2016-01-08	KX413907	USA	N	6
A/Hawaii/04/2016	2016-01-12	KX413915	USA	N	6
A/Hawaii/05/2016	2016-01-05	KX414211	USA	N	6
A/Hawaii/07/2016	2016-01-12	KX414219	USA	N	6
A/Hawaii/07/2017	2017-01-27	CY222951	USA	N	6
A/Hawaii/103/2016	2016-12-07	CY214212	USA	N	6
A/Hawaii/106/2016	2016-12-12	CY218999	USA	N	6
A/Hawaii/107/2016	2016-12-28	CY220617	USA	N	6
A/Hawaii/11/2017	2017-02-26	CY224088	USA	N	6
A/Hawaii/12/2017	2017-02-28	CY228679	USA	N	6
A/Hawaii/13/2016	2016-02-13	KX415258	USA	N	6
A/Hawaii/14/2016	2016-02-18	KX415266	USA	N	6
A/Hawaii/15/2016	2016-02-18	KY044384	USA	N	6
A/Hawaii/16/2016	2016-02-15	KX415282	USA	N	6
A/Hawaii/16/2017	2017-03-09	CY235482	USA	N	6
A/Hawaii/17/2017	2017-03-20	CY230668	USA	N	6
A/Hawaii/18/2017	2017-03-24	CY234484	USA	N	6
A/Hawaii/19/2016	2016-02-23	KX415778	USA	N	6
A/Hawaii/21/2017	2017-04-06	CY235722	USA	N	6
A/Hawaii/26/2017	2017-05-08	CY235826	USA	N	6
A/Hawaii/27/2017	2017-05-16	CY238829	USA	N	6
A/Hawaii/28/2016	2016-02-29	KX416434	USA	N	6
A/Hawaii/31/2017	2017-06-08	CY239954	USA	N	6
A/Hawaii/32/2016	2016-03-02	KX416810	USA	N	6
A/Hawaii/33/2016	2016-03-05	KX416818	USA	N	6
A/Hawaii/34/2017	2017-07-05	CY242248	USA	N	6
A/Hawaii/42/2017	2017-08-06	CY244699	USA	N	6
A/Hawaii/44/2017	2017-08-13	CY245456	USA	N	6
A/Hawaii/45/2017	2017-08-22	CY245464	USA	N	6
A/Hawaii/46/2016	2016-03-31	KX916750	USA	N	6
A/Hawaii/49/2017	2017-09-12	CY257551	USA	N	6
A/Hawaii/51/2017	2017-10-02	CY256191	USA	N	6
A/Hawaii/52/2017	2017-10-06	CY256199	USA	N	6
A/Hawaii/53/2017	2017-10-19	CY261203	USA	N	6
A/Hawaii/54/2016	2016-05-21	KX916486	USA	N	6
A/Hawaii/55/2016	2016-06-07	KX916494	USA	N	6
A/Hawaii/58/2016	2016-06-24	KX916318	USA	N	6
A/Hawaii/58/2017	2017-11-25	CY264317	USA	N	6
A/Hawaii/59/2016	2016-07-11	KX916838	USA	N	6
A/Hawaii/60/2017	2017-11-26	CY264325	USA	N	6
A/Hawaii/62/2016	2016-07-23	KX916854	USA	N	6
A/Hawaii/63/2016	2016-07-31	KX916350	USA	N	6
A/Hawaii/64/2016	2016-08-03	KX916358	USA	N	6
A/Hawaii/67/2016	2016-09-04	KY003460	USA	N	6
A/Hawaii/68/2016	2016-09-07	KY003470	USA	N	6
A/Hawaii/71/2016	2016-09-13	KY116280	USA	N	6
A/Hawaii/73/2016	2016-09-16	KY116264	USA	N	6
A/Hawaii/76/2016	2016-09-21	KY116304	USA	N	6
A/Hawaii/77/2016	2016-09-22	KY116288	USA	N	6
A/Hawaii/79/2016	2016-09-22	KY116328	USA	N	6
A/Hawaii/87/2016	2016-10-13	CY209154	USA	N	6
A/Hawaii/91/2016	2016-10-25	CY209178	USA	N	6
A/Hawaii/94/2016	2016-11-03	CY210522	USA	N	6
A/Hawaii/95/2016	2016-11-07	CY210530	USA	N	6
A/Hawaii/96/2016	2016-11-15	CY211916	USA	N	6
A/Hyogo/DS7-284/2017	2017-01-04	LC409018	Japan	N	6
A/Hyogo/DS7-305/2017	2017-01-04	LC409026	Japan	N	6
A/Idaho/04/2017	2017-01-17	CY219211	USA	N	6
A/Idaho/05/2016	2016-01-26	KX414475	USA	N	6
A/Idaho/06/2017	2017-01-19	CY219219	USA	N	6
A/Idaho/07/2017	2017-01-19	CY219231	USA	N	6
A/Idaho/14/2016	2016-03-04	KX415994	USA	N	6
A/Idaho/14/2017	2017-03-06	CY224120	USA	N	6
A/Idaho/16/2016	2016-03-07	KX416002	USA	N	6
A/Idaho/19/2017	2017-03-06	CY228887	USA	N	6
A/Idaho/20/2017	2017-03-09	CY228895	USA	N	6
A/Idaho/23/2017	2017-03-31	CY230844	USA	N	6
A/Idaho/24/2016	2016-04-16	KX917606	USA	N	6
A/Idaho/24/2017	2017-04-07	CY235746	USA	N	6
A/Idaho/26/2017	2017-07-16	CY245040	USA	N	6
A/Idaho/27/2016	2016-04-27	KX917934	USA	N	6
A/Idaho/27/2017	2017-08-27	CY245048	USA	N	6
A/Idaho/28/2017	2017-08-26	CY255927	USA	N	6
A/Idaho/31/2016	2016-05-13	KX916726	USA	N	6
A/Idaho/31/2017	2017-10-03	CY257831	USA	N	6
A/Idaho/32/2016	2016-05-15	KX916734	USA	N	6
A/Idaho/33/2016	2016-06-07	KX885892	USA	N	6
A/Idaho/34/2016	2016-06-20	KX916222	USA	N	6
A/Idaho/34/2017	2017-10-19	CY256207	USA	N	6
A/Idaho/35/2016	2016-09-27	CY211612	USA	N	6
A/Idaho/36/2017	2017-11-05	CY260640	USA	N	6
A/Idaho/37/2016	2016-10-07	CY243449	USA	N	6
A/Idaho/38/2017	2017-11-17	CY261163	USA	N	6
A/Idaho/40/2016	2016-11-18	CY210617	USA	N	6
A/Idaho/40/2017	2017-12-03	CY264499	USA	N	6
A/Idaho/41/2016	2016-11-22	CY210609	USA	N	6
A/Idaho/42/2016	2016-12-02	CY212564	USA	N	6
A/Idaho/43/2016	2016-12-07	CY212572	USA	N	6
A/Idaho/7148/2018	2018-02-26	MK400910	USA	N	6
A/Illinois/03/2017	2017-01-04	CY219132	USA	N	6
A/Illinois/04/2017	2017-01-07	CY216011	USA	N	6
A/Illinois/05/2017	2017-01-08	CY216019	USA	N	6
A/Illinois/06/2017	2017-01-10	CY215995	USA	N	6
A/Illinois/07/2016	2016-02-01	KX416634	USA	N	6
A/Illinois/08/2016	2016-02-08	KX416642	USA	N	6
A/Illinois/08/2017	2017-01-15	CY215891	USA	N	6
A/Illinois/10/2016	2016-02-10	KX416658	USA	N	6
A/Illinois/12/2016	2016-01-30	KX416674	USA	N	6
A/Illinois/13/2017	2017-02-01	CY220497	USA	N	6
A/Illinois/14/2017	2017-02-06	CY231046	USA	N	6
A/Illinois/15/2017	2017-02-07	CY223095	USA	N	6
A/Illinois/16/2017	2017-02-19	CY223111	USA	N	6
A/Illinois/17/2017	2017-02-20	CY223103	USA	N	6
A/Illinois/19/2017	2017-02-22	CY223127	USA	N	6
A/Illinois/22/2017	2017-03-06	CY225232	USA	N	6
A/Illinois/23/2017	2017-03-06	CY225240	USA	N	6
A/Illinois/24/2017	2017-03-13	CY227768	USA	N	6
A/Illinois/25/2017	2017-03-14	CY227776	USA	N	6
A/Illinois/28/2017	2017-03-23	CY228615	USA	N	6
A/Illinois/29/2017	2017-04-02	CY228919	USA	N	6
A/Illinois/31/2017	2017-09-10	CY250549	USA	N	6
A/Illinois/38/2017	2017-11-20	CY261298	USA	N	6
A/Illinois/39/2017	2017-10-04	CY266036	USA	N	6
A/Illinois/41/2017	2017-12-04	CY263170	USA	N	6
A/Illinois/45/2016	2016-08-20	KY115864	USA	N	6
A/Illinois/49/2016	2016-11-15	CY211733	USA	N	6
A/Illinois/50/2016	2016-12-10	CY212020	USA	N	6
A/Illinois/51/2016	2016-12-13	CY212700	USA	N	6
A/Illinois/53/2016	2016-12-16	CY213100	USA	N	6
A/Illinois/58/2016	2016-12-17	CY221792	USA	N	6
A/Illinois/59/2016	2016-12-22	CY219027	USA	N	6
A/Illinois/60/2016	2016-12-25	CY213964	USA	N	6
A/Illinois/61/2016	2016-12-26	CY214060	USA	N	6
A/Illinois/63/2016	2016-12-30	CY214084	USA	N	6
A/Incheon/1320/2018	2018-03-11	MN826665	South		
A/India/Sri-1844658/2018	2018-02-01	MH685477	India	T	6
A/India/Sri-1844661/2018	2018-03-28	MH685478	India	T	6
A/India/Sri-1844662/2018	2018-03-31	MH685479	India	T	6
A/India/Sri-1844666/2018	2018-02-26	MH685470	India	T	6
A/India/Sri-1844667/2018	2018-03-29	MH685476	India	T	6
A/Indiana/08/2017	2017-01-23	CY220281	USA	N	6
A/Indiana/10/2016	2016-01-19	KX414099	USA	N	6
A/Indiana/13/2017	2017-02-03	CY221864	USA	N	6
A/Indiana/14/2017	2017-02-03	CY221872	USA	N	6
A/Indiana/16/2016	2016-01-22	KX414371	USA	N	6
A/Indiana/17/2017	2017-02-20	CY223159	USA	N	6
A/Indiana/18/2016	2016-01-25	KX414387	USA	N	6
A/Indiana/18/2017	2017-03-06	CY227592	USA	N	6
A/Indiana/20/2017	2017-03-09	CY227584	USA	N	6
A/Indiana/22/2017	2017-04-10	CY230892	USA	N	6
A/Indiana/23/2017	2017-04-13	CY234636	USA	N	6
A/Indiana/24/2016	2016-02-14	KX415010	USA	N	6
A/Indiana/24/2017	2017-04-15	CY234644	USA	N	6
A/Indiana/26/2017	2017-09-30	CY250053	USA	N	6
A/Indiana/28/2016	2016-02-23	KX415410	USA	N	6
A/Indiana/29/2017	2017-11-01	CY258254	USA	N	6
A/Indiana/31/2016	2016-03-07	KX415898	USA	N	6
A/Indiana/31/2017	2017-11-28	CY261625	USA	N	6
A/Indiana/34/2016	2016-03-20	KX416394	USA	N	6
A/Indiana/35/2016	2016-03-21	KX416402	USA	N	6
A/Indiana/35/2017	2017-12-13	CY265007	USA	N	6
A/Indiana/40/2016	2016-04-04	KX416858	USA	N	6
A/Indiana/43/2016	2016-11-29	CY211765	USA	N	6
A/Indiana/44/2016	2016-12-02	CY212836	USA	N	6
A/Indiana/47/2016	2016-12-29	CY214028	USA	N	6
A/Iowa/02/2016	2016-03-03	KX416338	USA	N	6
A/Iowa/03/2016	2016-02-23	KX416346	USA	N	6
A/Iowa/11/2017	2017-02-20	CY223271	USA	N	6
A/Iowa/12/2016	2016-03-28	KX416962	USA	N	6
A/Iowa/12/2017	2017-02-22	CY223279	USA	N	6
A/Iowa/14/2017	2017-03-13	CY227600	USA	N	6
A/Iowa/16/2017	2017-03-21	CY231148	USA	N	6
A/Iowa/17/2017	2017-03-21	CY228751	USA	N	6
A/Iowa/18/2016	2016-05-11	KX918302	USA	N	6
A/Iowa/19/2017	2017-04-03	CY230788	USA	N	6
A/Iowa/20/2016	2016-05-13	KX918310	USA	N	6
A/Iowa/20/2017	2017-04-11	CY234604	USA	N	6
A/Iowa/22/2016	2016-06-01	KY044156	USA	N	6
A/Iowa/22/2017	2017-05-10	CY235906	USA	N	6
A/Iowa/23/2016	2016-08-19	KX916366	USA	N	6
A/Iowa/23/2017	2017-08-03	CY243688	USA	N	6
A/Iowa/24/2016	2016-09-02	CY208746	USA	N	6
A/Iowa/24/2017	2017-08-03	CY243696	USA	N	6
A/Iowa/26/2016	2016-09-16	KY116128	USA	N	6
A/Iowa/26/2017	2017-08-24	CY245440	USA	N	6
A/Iowa/27/2016	2016-09-26	KY289301	USA	N	6
A/Iowa/27/2017	2017-09-02	CY245448	USA	N	6
A/Iowa/28/2016	2016-10-01	KY116552	USA	N	6
A/Iowa/29/2016	2016-10-06	KY116544	USA	N	6
A/Iowa/29/2017	2017-10-06	CY250581	USA	N	6
A/Iowa/30/2016	2016-10-12	KY289623	USA	N	6
A/Iowa/33/2016	2016-10-27	CY209106	USA	N	6
A/Iowa/34/2016	2016-10-30	CY209114	USA	N	6
A/Iowa/36/2017	2017-10-28	CY259996	USA	N	6
A/Iowa/37/2016	2016-11-24	CY211948	USA	N	6
A/Iowa/40/2016	2016-12-13	CY213084	USA	N	6
A/Iowa/40/2017	2017-11-15	CY261083	USA	N	6
A/Iowa/44/2017	2017-11-27	CY264443	USA	N	6
A/Iowa/45/2017	2017-12-03	CY264451	USA	N	6
A/Ishikawa/DS6-381/2016	2016-02-05	LC408978	Japan	N	6
A/Ishikawa/DS6-47/2016	2016-01-16	LC408980	Japan	N	6
A/Ishikawa/DS7-153/2016	2016-12-17	LC408997	Japan	N	6
A/Ishikawa/DS7-154/2016	2016-12-17	LC408998	Japan	N	6
A/Ishikawa/DS7-156/2016	2016-12-16	LC408999	Japan	N	6
A/Ishikawa/DS7-157/2016	2016-12-17	LC409000	Japan	N	6
A/Ishikawa/DS7-171/2016	2016-12-19	LC409003	Japan	N	6
A/Ishikawa/DS7-215/2016	2016-12-22	LC409008	Japan	N	6
A/Ishikawa/DS7-216/2016	2016-12-22	LC409009	Japan	N	6
A/Ishikawa/DS7-287/2017	2017-01-04	LC409019	Japan	N	6
A/Ishikawa/DS7-294/2017	2017-01-05	LC409021	Japan	N	6
A/Ishikawa/DS7-300/2017	2017-01-05	LC409025	Japan	N	6
A/Ishikawa/DS7-312/2017	2017-01-07	LC409027	Japan	N	6
A/Ishikawa/DS7-315/2017	2017-01-06	LC409028	Japan	N	6
A/Ishikawa/DS7-485/2017	2017-01-27	LC409041	Japan	N	6
A/Ishikawa/DS7-504/2017	2017-01-30	LC409042	Japan	N	6
A/Italy/7413/2018	2018-01-25	MK502682	Italy	N	6
A/Japan/5063/2016	2016-01-29	CY209963	Japan	N	6
A/Japan/7159/2018	2018-01-16	MK400921	Japan	N	6
A/Japan/FDX70378/2018	2018-03-01	MH701670	Japan	N	6
A/Jeju/737/2017	2017-07-17	MK159053	South		
A/Jeonbuk/736/2017	2017-07-17	MK159069	South		
A/Kagawa/DS7-115/2016	2016-12-13	LC408990	Japan	N	6
A/Kagawa/DS7-14/2016	2016-11-21	LC408995	Japan	N	6
A/Kagawa/DS7-144/2016	2016-12-17	LC408993	Japan	N	6
A/Kagawa/DS7-147/2016	2016-12-17	LC408994	Japan	N	6
A/Kagawa/DS7-197/2016	2016-12-21	LC409005	Japan	N	6
A/Kagawa/DS7-22/2016	2016-11-25	LC409010	Japan	N	6
A/Kagawa/DS7-69/2016	2016-12-07	LC409045	Japan	N	6
A/Kanagawa/DS6-524/2016	2016-02-24	LC408981	Japan	N	6
A/Kanagawa/DS7-167/2016	2016-12-19	LC409002	Japan	N	6
A/Kanagawa/DS7-517/2017	2017-02-03	LC409049	Japan	N	6
A/Kanagawa/DS7-522/2017	2017-02-07	LC409055	Japan	N	6
A/Kansas/02/2016	2016-01-22	KX413032	USA	N	6
A/Kansas/03/2016	2016-01-14	KX413040	USA	N	6
A/Kansas/03/2017	2017-02-03	CY220577	USA	N	6
A/Kansas/06/2017	2017-02-10	CY223015	USA	N	6
A/Kansas/07/2017	2017-02-13	CY223023	USA	N	6
A/Kansas/08/2017	2017-11-02	CY258302	USA	N	6
A/Kansas/09/2017	2017-11-13	CY260757	USA	N	6
A/Kansas/16/2016	2016-03-07	KX415690	USA	N	6
A/Kansas/17/2016	2016-03-14	KX415698	USA	N	6
A/Kansas/22/2016	2016-04-02	KX416714	USA	N	6
A/Kansas/25/2016	2016-04-08	KX416722	USA	N	6
A/Karachay-Cherkess/CRIE-296/2016	2016-12-11	MG856328	Russia	N	6
A/Karachay-Cherkess/CRIE-301/2017	2017-02-28	MF737001	Russia	N	6
A/Keelung/0023/2016	2016-01-07	KY487468	Taiwan	N	6
A/Keelung/0026/2016	2016-01-15	KY487389	Taiwan	N	6
A/Keelung/0081/2016	2016-11-29	KY950009	Taiwan	N	6
A/Keelung/0082/2016	2016-11-30	KY950035	Taiwan	N	6
A/Keelung/0089/2016	2016-12-08	KY949794	Taiwan	N	6
A/Keelung/0091/2016	2016-12-09	KY949815	Taiwan	N	6
A/Keelung/0095/2016	2016-12-14	KY950093	Taiwan	N	6
A/Keelung/0097/2016	2016-12-20	KY950128	Taiwan	N	6
A/Keelung/0113/2017	2017-01-16	MH637663	Taiwan	N	6
A/Keelung/0161/2017	2017-04-07	MH637802	Taiwan	N	6
A/Kentucky/02/2017	2017-01-04	CY214620	USA	N	6
A/Kentucky/05/2017	2017-01-09	CY214716	USA	N	6
A/Kentucky/06/2016	2016-02-19	KX917070	USA	N	6
A/Kentucky/07/2016	2016-02-24	KX415298	USA	N	6
A/Kentucky/07/2017	2017-01-16	CY216139	USA	N	6
A/Kentucky/10/2016	2016-02-17	KX917134	USA	N	6
A/Kentucky/11/2017	2017-01-27	CY220377	USA	N	6
A/Kentucky/13/2017	2017-02-02	CY223944	USA	N	6
A/Kentucky/15/2017	2017-02-09	CY223952	USA	N	6
A/Kentucky/17/2017	2017-02-23	CY227320	USA	N	6
A/Kentucky/18/2017	2017-03-01	CY227328	USA	N	6
A/Kentucky/21/2016	2016-04-07	KX416882	USA	N	6
A/Kentucky/23/2017	2017-03-16	CY228359	USA	N	6
A/Kentucky/25/2017	2017-03-30	CY232318	USA	N	6
A/Kentucky/26/2016	2016-04-25	KX918286	USA	N	6
A/Kentucky/27/2017	2017-11-27	CY263138	USA	N	6
A/Kentucky/28/2017	2017-11-29	CY263146	USA	N	6
A/Kentucky/29/2016	2016-08-25	KX916902	USA	N	6
A/Kentucky/29/2017	2017-12-05	CY264213	USA	N	6
A/Kentucky/30/2016	2016-12-05	CY211773	USA	N	6
A/Kentucky/31/2016	2016-12-20	CY213028	USA	N	6
A/Kentucky/31/2017	2017-12-07	CY264237	USA	N	6
A/Kentucky/33/2016	2016-12-26	CY214404	USA	N	6
A/Kentucky/7164/2018	2018-02-14	MK400926	USA	N	6
A/Kenya/001/2017	2017-01-01	MF599445	Kenya	T	6
A/Kenya/014/2016	2016-02-01	KY872774	Kenya	T	6
A/Kenya/016/2016	2016-07-04	KY872772	Kenya	T	6
A/Kenya/022/2017	2017-03-02	MG431425	Kenya	T	6
A/Kenya/023/2017	2017-03-24	MG431423	Kenya	T	6
A/Kenya/026/2017	2017-05-25	MG431419	Kenya	T	6
A/Kenya/027/2017	2017-05-31	MG431422	Kenya	T	6
A/Kenya/028/2017	2017-06-07	MG431421	Kenya	T	6
A/Kenya/029/2017	2017-07-03	MG431414	Kenya	T	6
A/Kenya/030/2017	2017-07-13	MG431418	Kenya	T	6
A/Kenya/032/2017	2017-07-13	MG431412	Kenya	T	6
